Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / AUD,Price / AUD,Compare At Price / AUD,Included / CAD,Price / CAD,Compare At Price / CAD,Included / GBP,Price / GBP,Compare At Price / GBP,Included / INR,Price / INR,Compare At Price / INR,Included / NLD,Price / NLD,Compare At Price / NLD,Status
vellanki-idli-karam,Idli Karam,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
The humble Indian idli is world famous as an easy-to-cook and healthy breakfast choice - low in calories, easy on the stomach, and with a considerable amount of proteins, fibre and carbohydrates. It definitely requires a healthy and easy side dish to go along with it, and what could be better than our very own Idli Karam?

With roasted channa dal, coconut, garlic and other flavouring elements, the delicious idli karam can be simply consumed as is or mixed with a little oil.


                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Roasted channa dal, Red chilli powder, Garlic, Cumin seeds, Salt, Coconut.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"chilli powder, GN:Spices, HSN:21069099",FALSE,Size,250gms,,,,,vellanki-idli-karam-0,250,,-2,deny,manual,6.5,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1Idli_Karam-720x400_db288f41-da30-4a46-ac09-354cb1468dac.jpg?v=1649734879,1,vellanki-idli-karam-cherrypick,FALSE,Buy Vellanki Foods Idli Karam Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1Idli_Karam-720x400_e2f221fe-c0c7-4be2-b4a5-00c32df40182.jpg?v=1672859186,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,7.5,TRUE,180,,TRUE,7,8.5,active
vellanki-idli-karam,,,,,,,,,500gms,,,,,vellanki-idli-karam-1,500,,-2,deny,manual,13,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1Idli_Karam-720x400.jpg?v=1649734879,2,vellanki-idli-karam-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1Idli_Karam-720x400_e2f221fe-c0c7-4be2-b4a5-00c32df40182.jpg?v=1672859186,g,,,,,,,,,,,10.5,11,,362,,,11.5,12.5,
vellanki-idli-karam,,,,,,,,,1 Kg,,,,,vellanki-idli-karam-2,1000,,0,deny,manual,24,24.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1Idli_Karam-720x400_8eba3477-bbcd-4ace-aaf3-440053e35430.jpg?v=1654494203,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1Idli_Karam-720x400_e2f221fe-c0c7-4be2-b4a5-00c32df40182.jpg?v=1672859186,g,,,,,,,,,,,21,21,,718,,,23,23,
vellanki-idli-karam,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/1Idli_Karam-720x400_e2f221fe-c0c7-4be2-b4a5-00c32df40182.jpg?v=1672859186,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-healthy-laddu,Healthy Laddu,"<div>
<h4>DESCRIPTION</h4>
<p>Laddu from Vellanki is our own concoction of <meta charset=""utf-8""><span data-mce-fragment=""1"">Flax Seeds, Til, Minapa Sunni, Peanuts, Jaggery, Badam, and Cashew</span> packed in a small tiny sized laddu to give you that punch. </p>
<p>Shelf Life: 2months Ingredients: Flax Seeds, Til, Minapa Sunni, Peanuts, Jaggery, Badam, Cashew.</p>
</div>",Vellanki Foods,,,"HSN:21069099, Millet Specials",FALSE,Size,250gms,,,,,vellanki-healthy-laddu-0,250,,7,deny,manual,7,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Nuvvundalu-_1_-720x400_220x_e1d65727-5b4b-4e43-a344-d865c40eebe4.jpg?v=1649734879,1,vellanki-healthy-laddu-cherrypick,FALSE,Buy Vellanki Foods Healthy Laddu Online | Cherrypick,,,,,,,,,FALSE,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,6,8,TRUE,217,,TRUE,7.5,9,active
vellanki-healthy-laddu,,,,,,,,,500gms,,,,,vellanki-healthy-laddu-1,500,,17,deny,manual,14,14,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,11.5,12,,435,,,12.5,13.5,
vellanki-healthy-laddu,,,,,,,,,1 Kg,,,,,vellanki-healthy-laddu-2,1000,,-1,deny,manual,26,26.5,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,22.5,22.5,,863,,,25,24.5,
vellanki-gulab-jamun,Gulab Jamun,"<div>
                        
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Milk, Maida, Sugar, Ghee</li>
                                </ul>
                    </div>",Vellanki Foods,,,"GN:Sweets, Indian Sweets, HSN:21069099, Sweets, Indian Sweets",FALSE,Title,Default Title,,,,,vellanki-gulab-jamun-0,200,,0,deny,manual,6,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/gulab-jamun-720x400_42d9eb65-3bef-4e03-a428-d8441119f6fb.jpg?v=1649734880,1,vellanki-gulab-jamun-cherrypick,FALSE,Buy Vellanki Foods Gulab Jamun Online| Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/gulab-jamun-720x400_2fe5933d-ba76-4519-8c18-d77a5bfc1204.jpg?v=1649734880,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,draft
vellanki-gulab-jamun,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/gulab-jamun-720x400_2fe5933d-ba76-4519-8c18-d77a5bfc1204.jpg?v=1649734880,2,vellanki-gulab-jamun-cherrypick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-greenchilli-tamarind-pickles,Greenchilli Tamarind Pickles,"<div>
                        
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Greenchillies, Tamarind, Fenugreek powder, Garlic, Salt, Groundnut oil</li>
                                </ul>
                    </div>",Vellanki Foods,,,"GN:Indian Pickles, Indian Pickles, HSN:21069099, pickles",TRUE,Size,250gms,,,,,vellanki-greenchilli-tamarind-pickles-0,250,,16,deny,manual,6,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_chilli_tamarind_720x400-720x400_e33ede6f-0d9c-433c-a6c4-c18640fb37ab.jpg?v=1649734880,1,vellanki-greenchilli-tamarind-pickles-cherrypick,FALSE,Buy Vellanki Foods Greenchilli Tamarind Pickles Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_chilli_tamarind_720x400-720x400_fc9c94ec-4490-441f-861b-fd9c8bb8761a.jpg?v=1672859429,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5,7.5,TRUE,149,,TRUE,6.5,8,active
vellanki-greenchilli-tamarind-pickles,,,,,,,,,500gms,,,,,vellanki-greenchilli-tamarind-pickles-1,500,,0,deny,manual,12.5,12.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_chilli_tamarind_720x400-720x400.jpg?v=1649734880,2,vellanki-greenchilli-tamarind-pickles-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_chilli_tamarind_720x400-720x400_fc9c94ec-4490-441f-861b-fd9c8bb8761a.jpg?v=1672859429,g,,,,,,,,,,,9.5,10.5,,300,,,10.5,11.5,
vellanki-greenchilli-tamarind-pickles,,,,,,,,,1 Kg,,,,,vellanki-greenchilli-tamarind-pickles-2,1000,,-1,deny,manual,22.5,23,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_chilli_tamarind_720x400-720x400_8a7cae2e-770c-46b5-a850-1b995d86b257.jpg?v=1654494059,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_chilli_tamarind_720x400-720x400_fc9c94ec-4490-441f-861b-fd9c8bb8761a.jpg?v=1672859429,g,,,,,,,,,,,19.5,19.5,,593,,,21,21.5,
vellanki-greenchilli-tamarind-pickles,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_chilli_tamarind_720x400-720x400_fc9c94ec-4490-441f-861b-fd9c8bb8761a.jpg?v=1672859429,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-greenchilli-pickles,Greenchilli Pickles,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
The authenticity of a Telugu foodie can only be proven by testing their ability to eat and enjoy extremely spicy dishes. The Green Chilli Pickle from Vellanki Foods can be used as the perfect tool for such a test!


Unlike most other pickles that give prior warning of their spiciness with the characteristic red - colour of the fiery Andhra/Telangana red chilli powder, the green chilli pickle comes in a deceptively mellow-looking mustard colour. Although the extreme spiciness of this pickle is slightly tamed through the use of coconut, beware; this pickle is only for bravehearts!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Greenchilli, Garlic, Coconut, Tamarind, Fenugreek powder, Salt, Groundnut oil</li>
                                </ul>
                    </div>",Vellanki Foods,,,"GN:Indian Pickles, Indian Pickles, HSN:21069099, pickles",TRUE,Size,250gms,,,,,vellanki-greenchilli-pickles-0,250,,-6,deny,manual,6,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_20chilli_20-Edit_720x400-720x400_e7f2e881-9faf-4974-8172-5db0fbc3e2a4.jpg?v=1649734881,1,vellanki-greenchilli-pickles-cherrypick,FALSE,Buy Vellanki Foods Greenchilli Pickles Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_20chilli_20-Edit_720x400-720x400_bef606b4-dfb6-4c80-91a4-76f3344eb34c.jpg?v=1672859456,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5,7.5,TRUE,154,,TRUE,6.5,8,active
vellanki-greenchilli-pickles,,,,,,,,,500gms,,,,,vellanki-greenchilli-pickles-1,500,,-3,deny,manual,12.5,12.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_20chilli_20-Edit_720x400-720x400.jpg?v=1649734881,2,vellanki-greenchilli-pickles-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_20chilli_20-Edit_720x400-720x400_bef606b4-dfb6-4c80-91a4-76f3344eb34c.jpg?v=1672859456,g,,,,,,,,,,,10,10.5,,310,,,10.5,12,
vellanki-greenchilli-pickles,,,,,,,,,1 Kg,,,,,vellanki-greenchilli-pickles-2,1000,,-1,deny,manual,22.5,23.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_20chilli_20-Edit_720x400-720x400_c6662926-9932-4d89-8ebc-bd3cecd28232.jpg?v=1654494048,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_20chilli_20-Edit_720x400-720x400_bef606b4-dfb6-4c80-91a4-76f3344eb34c.jpg?v=1672859456,g,,,,,,,,,,,19.5,20,,614,,,21.5,21.5,
vellanki-greenchilli-pickles,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/green_20chilli_20-Edit_720x400-720x400_bef606b4-dfb6-4c80-91a4-76f3344eb34c.jpg?v=1672859456,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-gongura-pickle,Gongura Pickle,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Gongura (sorrel) is a plant belonging to the hibiscus family, and is an ingredient that the Telugu people swear by! Not only in pickle form, gongura is quite versatile and is used in a range of other preparations as well in the Andhra and Telangana region.


Made with the tangy-flavoured gongura leaves, the pickle/pachadi reaches its spicy, yummy perfection by bringing together a whole range of flavours from tamarind, red chillies, coriander, fenugreek and cumin. The most popular pickle in the region, it is usually enjoyed with hot rice and ghee, but also goes well with dosa, idly, and even chapathi.

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Gongura, Garlic, Tamarind, Salt, Chilli powder, Asafoetida, Turmeric, Fenugreek powder, Coriander seeds, Groundnut Oil</li>
                                </ul>
                    </div>",Vellanki Foods,,,"GN:Indian Pickles, Indian Pickles, HSN:21069099, pickles",TRUE,Size,250gms,,,,,vellanki-gongura-pickle-0,250,,-25,deny,manual,6.5,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/gogura_20_20new-Edit_720x400-720x400_ae7bc733-7269-427d-85a4-0823d994f4a0.jpg?v=1649734881,1,vellanki-gongura-pickle-cherrypick,FALSE,Buy Vellanki Foods Gongura Pickle Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/gogura_20_20new-Edit_720x400-720x400_5f4fb347-7896-4af9-893c-dc5617f74f72.jpg?v=1672859431,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,7.5,TRUE,165,,TRUE,6.5,8.5,active
vellanki-gongura-pickle,,,,,,,,,500gms,,,,,vellanki-gongura-pickle-1,500,,-7,deny,manual,12.5,13,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/gogura_20_20new-Edit_720x400-720x400_845677b0-58a4-4221-a09f-0a1f52502678.jpg?v=1649734881,2,vellanki-gongura-pickle-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/gogura_20_20new-Edit_720x400-720x400_5f4fb347-7896-4af9-893c-dc5617f74f72.jpg?v=1672859431,g,,,,,,,,,,,10,10.5,,331,,,11,12,
vellanki-gongura-pickle,,,,,,,,,1 Kg,,,,,vellanki-gongura-pickle-2,1000,,-1,deny,manual,23.5,24,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/gogura_20_20new-Edit_720x400-720x400_61bf641d-4c7b-4d6c-8615-3eac204b6db1.jpg?v=1654494051,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/gogura_20_20new-Edit_720x400-720x400_5f4fb347-7896-4af9-893c-dc5617f74f72.jpg?v=1672859431,g,,,,,,,,,,,20,20.5,,655,,,22,22,
vellanki-gongura-pickle,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/gogura_20_20new-Edit_720x400-720x400_5f4fb347-7896-4af9-893c-dc5617f74f72.jpg?v=1672859431,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-gondh-laddu,Gondh Laddu,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Gondh Laddu is not just a sweet dish, but also a power-packed energy supplement! Traditionally, Gondh Laddus are prepared in the winters due to its ability to warm the body and prevent cold/flu.


It is also an essential part of the diet for pregnant women and lactating mothers as it gives them the strength and nourishment they require during this most-important phase of their lives. The gondh laddu is, therefore, the perfect combination of health and taste!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Wheat flour, Ghee, Cashews, Badam, Gondh, Ghee, Sugar, etc</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",FALSE,Size,250gms,,,,,vellanki-gondh-laddu-0,250,,18,deny,manual,7.5,9.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Gondh_Laddu-720x400_434637d2-2d76-46eb-aa13-2ce0bbc6cf48.jpg?v=1649734882,1,vellanki-gondh-laddu-cherrypick,FALSE,Buy Vellanki Foods Gondh Laddu Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Gondh_Laddu-720x400_703106fb-39bf-4b76-932f-4da0732e7963.jpg?v=1672859334,g,,,TRUE,TRUE,,,TRUE,,,TRUE,6,8.5,TRUE,238,,TRUE,7.5,9.5,active
vellanki-gondh-laddu,,,,,,,,,500gms,,,,,vellanki-gondh-laddu-1,500,,19,deny,manual,14.5,15,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Gondh_Laddu-720x400.jpg?v=1649734882,2,vellanki-gondh-laddu-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Gondh_Laddu-720x400_703106fb-39bf-4b76-932f-4da0732e7963.jpg?v=1672859334,g,,,,,,,,,,,11.5,12.5,,476,,,13,14,
vellanki-gondh-laddu,,,,,,,,,1 Kg,,,,,vellanki-gondh-laddu-2,1000,,20,deny,manual,27,28,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Gondh_Laddu-720x400_b8af19fc-c4cf-47c4-a0de-ab5dde1abf4a.jpg?v=1654494187,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Gondh_Laddu-720x400_703106fb-39bf-4b76-932f-4da0732e7963.jpg?v=1672859334,g,,,,,,,,,,,23.5,24,,946,,,26,26,
vellanki-gondh-laddu,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Gondh_Laddu-720x400_703106fb-39bf-4b76-932f-4da0732e7963.jpg?v=1672859334,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-ginne-papidi,Ginne Papidi,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Do you remember when we were kids and had guests at home, we would be waiting to immediately pounce on the box of Ginne Papidi they b(r)ought for us? Ginne papidi is one of those sweets which never go out of taste - nor will we ever get tired of it!


Crispy, flaky and super delicious - that’s the Ginne Papidi from Vellanki Foods for you! With this sweet being everyone’s favourite, you can never go wrong with gifting someone a box of Ginne Papidi. Made with besan, maida and sugar, this is a very light sweet which can also be very easy on your stomach. Order a box now!

                                </p>
                        
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-ginne-papidi-0,250,,-48,deny,manual,7,9.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ghee_papidi-_1_-720x400_538b8704-17ad-41c4-85cb-349bad704c22.jpg?v=1649734883,1,vellanki-ginne-papidi-cherrypick,FALSE,Buy Vellanki Foods Ginne Papidi Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ghee_papidi-_1_-720x400_92619235-e5a2-499f-b298-1faafbbf7635.jpg?v=1672859337,g,,,TRUE,TRUE,,,TRUE,,,TRUE,6,8,TRUE,212,,TRUE,7,9,active
vellanki-ginne-papidi,,,,,,,,,500gms,,,,,vellanki-ginne-papidi-1,500,,12,deny,manual,14,14.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ghee_papidi-_1_-720x400.jpg?v=1649734883,2,vellanki-ginne-papidi-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ghee_papidi-_1_-720x400_92619235-e5a2-499f-b298-1faafbbf7635.jpg?v=1672859337,g,,,,,,,,,,,11,12,,424,,,12.5,13.5,
vellanki-ginne-papidi,,,,,,,,,1 Kg,,,,,vellanki-ginne-papidi-2,1000,,18,deny,manual,26,26.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ghee_papidi-_1_-720x400_ddbdcf83-544b-4776-ac3b-900e9f71ec00.jpg?v=1654494199,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ghee_papidi-_1_-720x400_92619235-e5a2-499f-b298-1faafbbf7635.jpg?v=1672859337,g,,,,,,,,,,,22.5,22.5,,842,,,24.5,25,
vellanki-ginne-papidi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ghee_papidi-_1_-720x400_92619235-e5a2-499f-b298-1faafbbf7635.jpg?v=1672859337,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-ginger-pickles-with-tamarind,Ginger Pickles (with Tamarind),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Our ancestors made ginger pickles during winters due to its ability to keep our bodies naturally warm through the frosty nights. It is a pickle that is still very much in use today, and can be consumed in moderation along with any Indian tiffin. The unique combination of jaggery and tamarind complement the ginger very well, making for a wholesome, mildly sweet-tasting pickle!


We know that living without ginger pickle is hard, even if you reside across the mighty oceans. That is why, we are ready to deliver the bottle of love to you - all the way from Hyderabad to the USA!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Ginger, Tamarind, Jaggery, Fenugreek seeds, Salt, Chilli powder, Groundnut oil, Garlic</li>
                                </ul>
                    </div>",Vellanki Foods,,,"GN:Indian Pickles, Indian Pickles, HSN:21069099, pickles",TRUE,Size,250gms,,,,,vellanki-ginger-pickles-(with-tamarind)-0,250,,12,deny,manual,6.5,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ginger_20new_20_720x400-720x400_749c4205-a287-4784-b997-bf15b8f3d61f.jpg?v=1649734883,1,vellanki-ginger-pickles-with-tamarind-cherrypick,FALSE,Buy Vellanki Foods Ginger Pickles (with Tamarind) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ginger_20new_20_720x400-720x400_f6ee6408-b1ec-4863-b7bb-3c09a16e436b.jpg?v=1672859439,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5,7.5,TRUE,160,,TRUE,6.5,8,active
vellanki-ginger-pickles-with-tamarind,,,,,,,,,500gms,,,,,vellanki-ginger-pickles-(with-tamarind)-1,500,,-4,deny,manual,12.5,13,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ginger_20new_20_720x400-720x400_8c628a4c-a014-46e5-b61c-ba90be08dec1.jpg?v=1654494057,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ginger_20new_20_720x400-720x400_f6ee6408-b1ec-4863-b7bb-3c09a16e436b.jpg?v=1672859439,g,,,,,,,,,,,10,10.5,,320,,,11,12,
vellanki-ginger-pickles-with-tamarind,,,,,,,,,1 Kg,,,,,vellanki-ginger-pickles-(with-tamarind)-2,1000,,18,deny,manual,23,23.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ginger_20new_20_720x400-720x400.jpg?v=1663793848,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ginger_20new_20_720x400-720x400_f6ee6408-b1ec-4863-b7bb-3c09a16e436b.jpg?v=1672859439,g,,,,,,,,,,,20,20,,634,,,21.5,22,
vellanki-ginger-pickles-with-tamarind,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ginger_20new_20_720x400-720x400_f6ee6408-b1ec-4863-b7bb-3c09a16e436b.jpg?v=1672859439,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-ginger-pickle-with-mango,Ginger Pickle (With Mango),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
The Ginger with Mango pickle (Mamidi Allam) is a winter-time staple in Telugu homes. While keeping the body warm, a spoonful of this pickle can also warm the heart with fond memories of the summer gone by!


With a number of distinctly dominant ingredients, this pickle has a personality of its own - the pungent medicinal goodness of ginger, the mouth-watering taste of raw green mangoes, the occasional sweet surprise of jaggery and the tempering of these flavours by fenugreek seeds! This exceptional combination is cooked together with spices and garlic in groundnut oil and is enough to give you a foodgasm!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Ginger, Mango, Jaggery, Fenugreek seeds, Salt, Chilli powder, Groundnut oil, Garlic</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, pickles",TRUE,Size,250gms,,,,,vellanki-ginger-pickle-(with-mango)-0,250,,18,deny,manual,6.5,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ginger_20new_20_720x400-720x400_5e66a837-7d8f-418b-8d65-806ca4923d27.jpg?v=1654494061,1,,FALSE,Buy Vellanki Foods Ginger Pickle (With Mango) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/ginger_20new_20_720x400-720x400_212f8c2b-8249-4f8f-9f9f-95f112368f84.jpg?v=1672859450,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5,7.5,TRUE,160,,TRUE,6.5,8,active
